player_name,player_total_WPA,player_avg_WPA,player_total_WPA_weighted,player_leverage_index,games_played,player_event_count
Schröder,1.4026844577582496,0.000699593245764713,1.4026844577582496,1.308856954041056,85,2005
Lawson,1.3996747503885976,0.0029907580136508496,1.3996747503885976,1.2854981839285895,29,468
Edwards,1.3866496692488746,0.00029384396466388524,1.3866496692488746,1.2991793987040698,163,4719
Irving,1.379359807800005,0.0007736173908020218,1.379359807800005,1.290420165802187,52,1783
Payton II,1.3702989296871046,0.0013434303232226516,1.3702989296871046,1.2909880151851385,75,1020
Brown,1.3691844270852416,0.0003444489124742746,1.3691844270852416,1.2914104438411227,167,3975
Cain,1.351830754222107,0.0030040683427157936,1.351830754222107,1.2861955248922714,37,450
Reed,1.328560861319554,0.0023639872977216266,1.328560861319554,1.286072541610801,52,562
Boucher,1.2942061372513785,0.0014253371555631921,1.2942061372513785,1.2863474382621165,53,908
Jackson-Davis,1.285552378799096,0.001187028973960384,1.285552378799096,1.2826918744698144,70,1083
Trent Jr.,1.2848333902301199,0.0009357854262418936,1.2848333902301199,1.3015957969985428,81,1373
Vučević,1.2569071221769357,0.0004971942730130284,1.2569071221769357,1.2931626297431997,78,2528
Prosper,1.2447718795654565,0.0021351147162357747,1.2447718795654565,1.2989938854737264,51,583
Monk,1.2278908096404848,0.000642538361925947,1.2278908096404848,1.3073536195000375,68,1911
Payton,1.213979340323246,0.0031614045320917865,1.213979340323246,1.2863242167646025,26,384
Quickley,1.2105275942730291,0.0012622811202012817,1.2105275942730291,1.289926952462551,34,959
Collier,1.1857808362710842,0.0007863268145033715,1.1857808362710842,1.2866633217843149,73,1508
Bassey,1.1667245656243475,0.0024718740797126004,1.1667245656243475,1.2818345574047034,35,472
Carter Jr.,1.1618791678688343,0.0006366461193801832,1.1618791678688343,1.2914761820400298,76,1825
McBride,1.1405936473174692,0.0008595279934570227,1.1405936473174692,1.2940618857813069,85,1327
Stevens,1.1330431587311858,0.0055541331310352245,1.1330431587311858,1.2738956474489207,23,204
Vukcevic,1.1115309196626857,0.0018342094383872701,1.1115309196626857,1.301549037604642,38,606
Lillard,1.095018595889303,0.0005060159870098443,1.095018595889303,1.302616763190047,62,2164
Tshiebwe,1.0898037427661351,0.0037579439405728797,1.0898037427661351,1.2706310118758979,15,290
Jackson Jr.,1.0897259845978837,0.00030473321716943056,1.0897259845978837,1.2835424732928988,141,3576
Burks,1.0605892035796816,0.0016266705576375483,1.0605892035796816,1.2842987280564606,54,652
Carrington,1.0466276120633995,0.0005760195993744631,1.0466276120633995,1.2724212819124254,85,1817
Vincent,1.0369906549783283,0.00114206019270741,1.0369906549783283,1.2764737572511282,74,908
Eason,1.0227077662143413,0.0006693113653235218,1.0227077662143413,1.289684450426219,65,1528
Green,1.0212723380044855,0.00012056101263185993,1.0212723380044855,1.2867741271122324,368,8471
Exum,1.0050660840822891,0.002973568296101447,1.0050660840822891,1.2874087321225078,22,338
Houstan,1.0037848784301813,0.002069659543155013,1.0037848784301813,1.2889125473160927,65,485
Filipowski,0.9706296202990271,0.0006166643076868025,0.9706296202990271,1.2841387361147203,74,1574
Poole,0.9611177427267004,0.0004364749058704361,0.9611177427267004,1.278017116837677,71,2202
Oubre Jr.,0.9599947312030476,0.0005306770211183237,0.9599947312030476,1.2922840241847093,65,1809
McDaniels,0.9578045243221869,0.0004365563009672684,0.9578045243221869,1.3003261808450097,93,2194
Carter,0.9553991178667802,0.0014721095806884132,0.9553991178667802,1.2934840155997813,75,649
McConnell,0.9523045031653922,0.0005511021430355279,0.9523045031653922,1.283305854402062,105,1728
Wagner,0.9373566952110779,0.0002845648740774371,0.9373566952110779,1.293136338884049,74,3294
Grimes,0.9204171910880461,0.0004867356906864337,0.9204171910880461,1.2847367468263033,79,1891
Baugh,0.9159541429125986,0.0037083163680672005,0.9159541429125986,1.2812786353180183,14,247
Nurkić,0.9000424290855368,0.0006966272670940687,0.9000424290855368,1.2803558500011767,52,1292
Bamba,0.8828832994943396,0.0021325683562665207,0.8828832994943396,1.244038804437039,32,414
Council IV,0.8821595409854016,0.0007657634904387167,0.8821595409854016,1.2829739229621095,77,1152
Clingan,0.8718662603346166,0.0005610464995718254,0.8718662603346166,1.2857811194675368,71,1554
Nembhard,0.8411785284934887,0.0004376579232536362,0.8411785284934887,1.2954199203531565,92,1922
Peterson,0.8388502209277293,0.004766194437089371,0.8388502209277293,1.316876705345561,24,176
Brooks Jr.,0.8290379693438849,0.0030819255365943676,0.8290379693438849,1.295411375008297,15,269
Avdija,0.8283344893717685,0.00035024714138341163,0.8283344893717685,1.2851504422948956,75,2365
Jokić,0.7969184876549633,0.00020216095577244123,0.7969184876549633,1.294605642841571,88,3942
Sengun,0.789284472125365,0.00022759067823684113,0.789284472125365,1.298428467314871,85,3468
Reddish,0.7829082839321538,0.002358157481723355,0.7829082839321538,1.2830659533801572,34,332
Alvarado,0.7763503035654722,0.0007115951453395712,0.7763503035654722,1.2802090152266339,59,1091
Shannon Jr.,0.7594813640700271,0.0026099015947423612,0.7594813640700271,1.2966738033337724,36,291
Bufkin,0.7524651228026189,0.0032858738987013927,0.7524651228026189,1.3087659384891708,14,229
Huff,0.7237088747833695,0.0009114721344878709,0.7237088747833695,1.261403591848774,63,794
Bagley III,0.7217038376671513,0.001999179605726181,0.7217038376671513,1.2762124448123178,34,361
Sanogo,0.7144731859595144,0.01006300261914809,0.7144731859595144,1.3675346141991356,8,71
Gillespie,0.7116001376454767,0.0016358623853919005,0.7116001376454767,1.2849169594681829,37,435
Walker IV,0.7077087849284799,0.0015867909975974886,0.7077087849284799,1.2792607951666874,24,446
Walter,0.7065496602683976,0.0007824470213382034,0.7065496602683976,1.2820417720969752,52,903
Missi,0.6994590721777186,0.0003890206185638035,0.6994590721777186,1.2886835560106733,76,1798
Jordan,0.6906308742401197,0.0008957598887679892,0.6906308742401197,1.2627059107048673,65,771
Poeltl,0.688273323361012,0.00037426499367102336,0.688273323361012,1.2953212690712617,60,1839
Camara,0.6828242293429377,0.00035269846556969925,0.6828242293429377,1.286802937161611,82,1936
Lopez,0.6733225003491496,0.00035456687748770387,0.6733225003491496,1.2979658324720882,86,1899
Spencer,0.6543205112828805,0.0013191945791993559,0.6543205112828805,1.2705913626448473,61,496
Smith Jr.,0.632400684964087,0.000238912234591646,0.632400684964087,1.2841404722809526,124,2647
Pritchard,0.6287591343599352,0.00033462433973386653,0.6287591343599352,1.2761422249982672,96,1879
Garza,0.628544358463195,0.0018818693367161528,0.628544358463195,1.3306466175692315,43,334
Dieng,0.6203332863721545,0.001641093350190885,0.6203332863721545,1.2951742270944502,41,378
Clarke,0.6139386931166096,0.0005011744433604977,0.6139386931166096,1.2755279730448295,67,1225
Ellis,0.6052301571612303,0.00043889061433011623,0.6052301571612303,1.290851013348983,86,1379
Battle,0.6050776221631495,0.0007639868966706434,0.6050776221631495,1.2899427649027837,60,792
Nnaji,0.6020388262866441,0.0011712817632035877,0.6020388262866441,1.2996667971887734,65,514
Santos,0.5917741966640225,0.0008051349614476497,0.5917741966640225,1.2904502089725605,69,735
Clark,0.589238164167967,0.0015265237413677902,0.589238164167967,1.2961351166663757,43,386
Finney-Smith,0.589027660804924,0.0005056031423218231,0.589027660804924,1.2850656427509015,66,1165
Quinones,0.5721772424763271,0.0027775594294967335,0.5721772424763271,1.2945374675635806,18,206
Gilgeous-Alexander,0.5586157504908598,0.00014948240580435102,0.5586157504908598,1.2788946959243124,91,3737
Stewart,0.5504453479583695,0.000423419498429515,0.5504453479583695,1.2735210165649244,76,1300
Bona,0.5495417124804052,0.0006181571568958438,0.5495417124804052,1.2873916276629458,59,889
Hauser,0.5472129897863908,0.0004925409449022419,0.5472129897863908,1.2650025331613903,83,1111
Steward,0.5365443701356432,0.026827218506782158,0.5365443701356432,1.3543909715970899,3,20
Sims,0.5339715185209302,0.0008227604291539756,0.5339715185209302,1.2654451393308872,64,649
DiVincenzo,0.523151991489628,0.0003785470271270825,0.523151991489628,1.2810516669502185,70,1382
Carlson,0.5221106324461523,0.0024512236265077573,0.5221106324461523,1.2755471225540824,27,213
Nowell,0.5218767410253689,0.0037012534824494244,0.5218767410253689,1.2896195783565392,9,141
Krejčí,0.5170388660351406,0.0006097156439093639,0.5170388660351406,1.2915965098945106,62,848
Russell,0.5049310114718254,0.0003635212465599895,0.5049310114718254,1.29417450325603,59,1389
Lowry,0.4888041975686048,0.0011528400886052,0.4888041975686048,1.2998093350714295,40,424
Len,0.47252453101352965,0.0011581483603272786,0.47252453101352965,1.2788683641782164,49,408
Bernard,0.46492773250725394,0.01291465923631261,0.46492773250725394,1.412741216963267,4,36
Mykhailiuk,0.46142739449554954,0.0007243758155346146,0.46142739449554954,1.276793181443409,39,637
Hardaway Jr.,0.45745195460036625,0.00029305057950055496,0.45745195460036625,1.2963793708466365,86,1561
Brunson,0.4494889736619633,0.00014388251397630066,0.4494889736619633,1.3088928722678121,87,3124
Anthony,0.4444224258652079,0.0003211144695557861,0.4444224258652079,1.2984731797458129,76,1384
Duren,0.42665087235990307,0.00017127694594937899,0.42665087235990307,1.2920689903436633,87,2491
Funk,0.4243662279334216,0.02121831139667108,0.4243662279334216,1.4641914729848282,3,20
Boston,0.4195709445596125,0.000506116941567687,0.4195709445596125,1.2811655257926269,45,829
Thybulle,0.4163922938103554,0.0019277421009738676,0.4163922938103554,1.281559711235793,15,216
Champagnie,0.4137030316628263,0.0001503827814114236,0.4137030316628263,1.2811923096983333,149,2751
Castleton,0.4047248672271869,0.0010622699927222755,0.4047248672271869,1.3073610213775062,23,381
Castle,0.39400599267498043,0.0001713814670182603,0.39400599267498043,1.2777437616025347,86,2299
Warren,0.39247832598123833,0.015699133039249535,0.39247832598123833,1.4062734505754404,3,25
Hood-Schifino,0.3886118913582131,0.001592671685894316,0.3886118913582131,1.2912471056826278,16,244
Ingles,0.38736932366517507,0.0035867529968997692,0.38736932366517507,1.3069766696982226,20,108
Nance Jr.,0.3848236790026527,0.000894938788378262,0.3848236790026527,1.2985508374599326,27,430
Pippen Jr.,0.38105587185530987,0.00022051844436071172,0.38105587185530987,1.2700380279141843,84,1728
Morris,0.3765620616805466,0.0006034648424367734,0.3765620616805466,1.2622009169670731,66,624
Achiuwa,0.3682373167976633,0.0003332464405408718,0.3682373167976633,1.283326663685903,69,1105
McClung,0.363337186655192,0.0227085741659495,0.363337186655192,1.4220936810258191,4,16
Shead,0.35873316320300763,0.00030019511565105244,0.35873316320300763,1.282025166325891,78,1195
Ingram,0.34872182946880415,0.0004884059236257761,0.34872182946880415,1.2988125933568928,27,714
Craig,0.34532280264786025,0.0011359302718679614,0.34532280264786025,1.2842306019075502,32,304
Merrill,0.3410699915116197,0.00032328909148020827,0.3410699915116197,1.2707752012956284,81,1055
Bagley,0.33522270185320463,0.0017369051909492468,0.33522270185320463,1.2912775676054018,10,193
Markkanen,0.3281285439543182,0.00021544881415253985,0.3281285439543182,1.291798114823041,50,1523
Jović,0.3265295637224125,0.00033455897922378327,0.3265295637224125,1.2857676811287557,53,976
Beasley,0.3238854037866248,0.00015892316181875604,0.3238854037866248,1.2800065875066557,91,2038
Reese,0.31942533340982093,0.0018679844059053855,0.31942533340982093,1.2596527736795247,16,171
Howard,0.30853742147754953,0.0005375216402047901,0.30853742147754953,1.2967374957620752,64,574
Hayes,0.3080892785295453,0.0002785617346560084,0.3080892785295453,1.2705000548580925,64,1106
Livingston,0.3050053255975335,0.0030808618747225607,0.3050053255975335,1.3116860943474455,21,99
Potter,0.2963922126405074,0.0006200673904613126,0.2963922126405074,1.2675392483966934,39,478
Gill,0.294391972103788,0.001058963928430892,0.294391972103788,1.2970666554085775,43,278
Butler III,0.29127915646300506,0.000141260502649372,0.29127915646300506,1.300128914758283,70,2062
McCollum,0.2865615695003428,0.0001545639533443057,0.2865615695003428,1.3023024014805618,59,1854
Payne,0.2839469405024683,0.0002553479680777593,0.2839469405024683,1.2797771073948065,91,1112
Pickett,0.2823859694738042,0.0006219955274753396,0.2823859694738042,1.2769263173074188,57,454
Kelley,0.27273083937591996,0.0025252855497770368,0.27273083937591996,1.2545480416459442,10,108
Powell,0.26714076251167695,0.00011011573063135901,0.26714076251167695,1.2984925830021348,121,2426
Nix,0.26473526973704387,0.005402760606878446,0.26473526973704387,1.3297565050694835,6,49
Klintman,0.2641965053670593,0.008806550178901976,0.2641965053670593,1.396868929239112,5,30
Walker,0.25835615179462423,0.000135194218626177,0.25835615179462423,1.29159409677289,148,1911
Minix,0.2500000862728782,0.009259262454551043,0.2500000862728782,1.4000599465355836,4,27
Moore Jr.,0.23037868580593077,0.0006582248165883736,0.23037868580593077,1.279192747678769,32,350
Sasser,0.22002156026383657,0.0003374563807727555,0.22002156026383657,1.2833792432416595,57,652
Pasecniks,0.21519424633164938,0.005663006482411826,0.21519424633164938,1.331321457200593,2,38
Mobley,0.2080151421410762,7.439740419924042e-05,0.2080151421410762,1.2721866371052084,86,2796
Hyland,0.2039276524934701,0.0007205924116377036,0.2039276524934701,1.327769321813094,25,283
Ramsey,0.2014456037373765,0.0059248706981581325,0.2014456037373765,1.3268116092783464,3,34
Hield,0.19483201717909404,0.00010418824448079895,0.19483201717909404,1.2853398974135335,96,1870
Ayton,0.18555674752105475,0.0001471504738469903,0.18555674752105475,1.2875293485016197,43,1261
Rhoden,0.1821311361402445,0.0008672911244773548,0.1821311361402445,1.2903836465250647,15,210
Liddell,0.16953359414501903,0.002457008610797377,0.16953359414501903,1.3439908031744368,11,69
Highsmith,0.168393176740208,0.0001421039466162093,0.168393176740208,1.2982405959064423,82,1185
Anigbata,0.1586102294326246,0.03172204588652492,0.1586102294326246,1.2404562440505587,1,5
Siakam,0.15766607407643132,4.511189530083872e-05,0.15766607407643132,1.2866931903364442,104,3495
Kawamura,0.14412956420572665,0.0014270253881755114,0.14412956420572665,1.3164617904590272,18,101
Tillman,0.14070374564039623,0.0006454300258733772,0.14070374564039623,1.2888138408952663,36,218
Clowney,0.13905863584377406,0.000144401491011188,0.13905863584377406,1.2834410275124974,49,963
Klepeisz,0.13586621447157618,0.010451247267044321,0.13586621447157618,1.2578592410171936,1,13
Ryan,0.13476121133075014,0.0022460201888458357,0.13476121133075014,1.326463034192327,19,60
Eubanks,0.134620537441969,0.00018118511095823554,0.134620537441969,1.2754741637789202,63,743
Dosunmu,0.1282698937251116,0.00011943193084274823,0.1282698937251116,1.2831630388359818,49,1074
Jenkins,0.11701426459078668,0.0018283478842310418,0.11701426459078668,1.3168481022529333,9,64
Whitmore,0.11622419326054612,0.00014295718728234453,0.11622419326054612,1.2873683176947979,54,813
Dozier,0.11476871929472565,0.0026083799839710375,0.11476871929472565,1.3460936649500954,8,44
Leonard,0.10629620057200938,7.191894490663693e-05,0.10629620057200938,1.2999668130877222,44,1478
Coffey,0.09819035813788621,8.530873860806795e-05,0.09819035813788621,1.2878070206181844,76,1151
Hukporti,0.09482783139246936,0.0004252369120738536,0.09482783139246936,1.3033700202641603,31,223
Culver,0.09440425806025228,0.005244681003347349,0.09440425806025228,1.4640361453331394,2,18
Dennis,0.08907175461426421,0.0014601926985944953,0.08907175461426421,1.3621427077666588,10,61
Crutcher,0.08879234538195706,0.008879234538195706,0.08879234538195706,1.535167979371439,1,10
Harper Jr.,0.08632971549926166,0.0034531886199704663,0.08632971549926166,1.4420471983219592,4,25
Bacot,0.08015156799002911,0.0029685765922233005,0.08015156799002911,1.4104569327776812,2,27
Williams Jr.,0.07582107871045267,0.00016849128602322816,0.07582107871045267,1.2753272660022168,28,450
Jackson-Cartwright,0.07316280780663369,0.001977373183963073,0.07316280780663369,1.1585230443882533,1,37
McCoy,0.07313122642482532,0.0052236590303446654,0.07313122642482532,1.3268478393597458,2,14
Yongxi,0.07171082647079825,0.0027581087104153173,0.07171082647079825,1.3761376691003842,5,26
Mamukelashvili,0.07133525433912496,9.324869848251629e-05,0.07133525433912496,1.2954036397684578,65,765
Williams III,0.07073900503120109,0.0002296720942571464,0.07073900503120109,1.2422876215013556,20,308
Temple,0.06863700100236735,0.0004344113987491604,0.06863700100236735,1.2738251391784812,25,158
Wheeler,0.06640379188943644,0.0017946970780928768,0.06640379188943644,1.2852777192784404,5,37
Murphy III,0.0576133943230425,3.4874936030897396e-05,0.0576133943230425,1.2875764327356132,53,1652
Garrett,0.05396160330706773,0.0008431500516729333,0.05396160330706773,1.258338693919193,4,64
Chomche,0.05297442987118107,0.0018267044783165886,0.05297442987118107,1.4463122876115333,9,29
Redick,0.050644271437175044,0.012661067859293761,0.050644271437175044,1.2241919382013522,4,4
Clarkson,0.042151153855619045,4.1284185950655284e-05,0.042151153855619045,1.2854960665601474,40,1021
Umude,0.041224391603851905,0.0006152894269231627,0.041224391603851905,1.3571560593715,17,67
Cissoko,0.04104047958494882,0.00030176823224227077,0.04104047958494882,1.3130127551480528,22,136
Anticevich,0.03813723162396359,0.005448175946280513,0.03813723162396359,1.2038957894852385,1,7
Bretzel,0.036983965843050734,0.002844920449465441,0.036983965843050734,1.2193280847075918,1,13
Little,0.03605158861858121,0.002773199124506247,0.03605158861858121,1.3028780547233327,1,13
Herkenhoff,0.03313910049120536,0.0022092733660803573,0.03313910049120536,1.226213621675703,1,15
Etienne,0.03311095705651722,0.0003153424481573068,0.03311095705651722,1.2448464061259508,7,105
Graham,0.03118877077616977,0.0020792513850779845,0.03118877077616977,1.3886440242571125,2,15
Tucker,0.031176386587983683,0.0005567211890711371,0.031176386587983683,1.3125743589398056,6,56
Richardson,0.03035129795021253,0.0003161593536480472,0.03035129795021253,1.258096868792012,9,96
Seabron,0.024528058010454976,0.004088009668409162,0.024528058010454976,1.361035574740438,2,6
Baldwin Jr.,0.018701232313163195,0.00015983959242019824,0.018701232313163195,1.3182475656571333,23,117
Mensah,0.01763876816361086,0.005879589387870286,0.01763876816361086,1.34792407229921,1,3
Oduro,0.014465062535941528,0.007232531267970764,0.014465062535941528,1.3761930448614104,1,2
Saraf,0.014234709021705275,0.0005272114452483435,0.014234709021705275,1.2584871896378973,1,27
Thomas,0.010941006001500313,1.1541145571202862e-05,0.010941006001500313,1.3128529229133057,31,948
Estrada,0.010658833242853225,0.0015226904632647464,0.010658833242853225,1.3466116474224579,1,7
Bolden,0.010539426915930756,0.0007026284610620504,0.010539426915930756,1.2019443671197931,1,15
Pineau,0.008927229751673949,0.004463614875836974,0.008927229751673949,1.1356307295349386,1,2
McCarron,0.008680534995369475,0.0006677334611822673,0.008680534995369475,1.1996627293106399,1,13
Šarić,0.008615995372099415,3.214923646305752e-05,0.008615995372099415,1.2567039966230122,21,268
Pullin,0.008081406287020917,0.0006216466374631475,0.008081406287020917,1.363427044099295,2,13
Duke Jr.,0.006794968892129898,0.00019985202623911465,0.006794968892129898,1.332105251177431,7,34
Moore,0.006324893427768864,0.000197652919617777,0.006324893427768864,1.317788425503397,5,32
McCullar Jr.,0.005926259410042177,0.00025766345261052945,0.005926259410042177,1.3358493216143799,3,23
Beal,0.005634618559258031,3.751410492182444e-06,0.005634618559258031,1.2974206808863364,57,1502
McVeigh,0.004751219906441735,0.00017597110764599018,0.004751219906441735,1.3580732621220097,8,27
Hill,0.0044496978633840716,0.00015343785735807142,0.0044496978633840716,1.4360620474259698,3,29
Mennenga,0.004102151650959073,0.0001206515191458551,0.004102151650959073,1.2124718117683018,1,34
Key,0.0017348565414735534,3.1542846208610064e-05,0.0017348565414735534,1.321496983430366,6,55
Morales,0.0013620312429724847,0.00045401041432416154,0.0013620312429724847,1.3557321350960923,1,3
Wood,0.0007836741880423323,0.00019591854701058307,0.0007836741880423323,1.3781801982807043,2,4
Olivari,0.00023954861879318026,2.661651319924225e-05,0.00023954861879318026,1.3213459181531981,3,9
Fiedler,8.973000340626143e-05,6.902307954327802e-06,8.973000340626143e-05,1.3096464001339438,3,13
Bairstow,8.169287469633529e-05,2.0423218674083823e-05,8.169287469633529e-05,1.1923214060731833,1,4
Okafor,2.21549340562989e-05,2.21549340562989e-05,2.21549340562989e-05,1.4179491413474241,1,1
McNaught,1.2278514656945034e-15,1.2278514656945034e-15,1.2278514656945034e-15,1.3824378508420208,1,1
McGlothan,-5.260022513947677e-06,-5.260022513947677e-06,-5.260022513947677e-06,1.5194452149791957,1,1
Flowers,-0.00030508106885548914,-1.3264394298064745e-05,-0.00030508106885548914,1.2870039282463401,4,23
Fultz,-0.001439902390596581,-1.051023642771227e-05,-0.001439902390596581,1.2642053992821969,21,137
King,-0.001816129884116465,-8.255135836893022e-05,-0.001816129884116465,1.1725815128651795,1,22
Travers,-0.007719909184675186,-7.877458351709374e-05,-0.007719909184675186,1.3274148556896153,13,98
Jensen,-0.008071235036588926,-0.001153033576655561,-0.008071235036588926,1.2060159017190835,1,7
Mooney,-0.009002917662081106,-0.0003462660639261964,-0.009002917662081106,1.1697259586989792,1,26
Goodwin,-0.00927334187722821,-2.267320752378535e-05,-0.00927334187722821,1.272652492134155,29,409
Walsh,-0.009997724536493098,-3.057408115135504e-05,-0.009997724536493098,1.2885065424504865,55,327
Floyd,-0.011055306971946906,-0.001228367441327434,-0.011055306971946906,1.180725742573448,1,9
Prigioni,-0.012221475980981422,-0.012221475980981422,-0.012221475980981422,1.2076233183856504,1,1
Fernando,-0.01403061850082556,-6.291757175258098e-05,-0.01403061850082556,1.2785006297562511,20,223
Lofton Jr.,-0.015417678687570428,-0.0007708839343785214,-0.015417678687570428,1.2511853215111026,1,20
Mintz,-0.018540668782825988,-0.0009758246727803151,-0.018540668782825988,1.2764168249116086,3,19
Bates-Diop,-0.020142813496688873,-0.0010071406748344437,-0.020142813496688873,1.3279435169291447,2,20
Arcidiacono,-0.020905406232205777,-0.010452703116102888,-0.020905406232205777,1.1315642121603304,1,2
Diakite,-0.022397709358593802,-0.0014931806239062535,-0.022397709358593802,1.3167822420322368,3,15
Darling,-0.024565457442701256,-0.0009448252862577407,-0.024565457442701256,1.302116016816726,2,26
Preston,-0.02524468132800843,-0.002524468132800843,-0.02524468132800843,1.2717182726495673,2,10
Omoruyi,-0.028947876844104065,-0.005789575368820813,-0.028947876844104065,1.2176597796724133,1,5
Sarr,-0.030765772190240372,-1.599052608640352e-05,-0.030765772190240372,1.2777131712171146,68,1924
Labissiere,-0.030782784593985122,-0.0013383819388689184,-0.030782784593985122,1.338511867494797,6,23
